,,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
283,Federico Bernardeschi\Federico-Bernardeschi,it ITA,MFFW,Juventus,it Serie A,25,1994,16.7,54,3.45,37,6,3,4,4,1,0.06,1,0,0,0,0,0,Matches
284,Bernardo\Bernardo,br BRA,DF,Brighton,eng Premier League,24,1995,7.5,10,1.33,9,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
285,Paul Bernardoni\Paul-Bernardoni,fr FRA,GK,Nîmes,fr Ligue 1,22,1997,24.5,4,0.16,2,2,0,0,0,1,0.04,0,1,0,0,0,0,Matches
286,Juan Bernat\Juan-Bernat,es ESP,DFMF,Paris S-G,fr Ligue 1,26,1993,15.4,25,1.62,22,0,0,1,2,6,0.39,4,0,0,1,1,0,Matches
287,Dimitry Bertaud\Dimitry-Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,21,1998,2.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
288,Andrea Bertolacci\Andrea-Bertolacci,it ITA,MF,Sampdoria,it Serie A,28,1991,5.1,7,1.42,6,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
289,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,eng Premier League,29,1989,30.5,62,2.04,45,14,0,0,3,1,0.03,0,1,0,0,0,0,Matches
290,Muhamed Bešić\Muhamed-Besic,ba BIH,MF,Sheffield Utd,eng Premier League,26,1992,2.8,3,1.08,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
291,Louis Beyer\Louis-Beyer,de GER,DF,M'gladbach,de Bundesliga,19,2000,1.2,1,0.82,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
292,Ermin Bičakčić\Ermin-Bicakcic,ba BIH,DF,Hoffenheim,de Bundesliga,29,1990,13.1,7,0.54,7,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
293,Pedro Bigas\Pedro-Bigas,es ESP,DF,Eibar,es La Liga,28,1990,19.7,8,0.41,8,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
294,Lucas Biglia\Lucas-Biglia,ar ARG,MF,Milan,it Serie A,33,1986,7.6,12,1.60,10,2,0,0,0,1,0.13,1,0,0,0,0,0,Matches
295,El Bilal Touré\El-Bilal-Toure,ml MLI,FW,Reims,fr Ligue 1,17,2001,5.0,7,1.39,4,0,0,1,2,2,0.40,0,0,0,1,1,0,Matches
296,Philip Billing\Philip-Billing,dk DEN,MF,Bournemouth,eng Premier League,23,1996,28.1,43,1.53,35,2,2,3,1,4,0.14,4,0,0,0,0,0,Matches
297,Cristiano Biraghi\Cristiano-Biraghi,it ITA,DFMF,Inter,it Serie A,26,1992,17.4,55,3.34,36,13,3,0,3,10,0.61,8,1,1,0,0,0,Matches
298,Davide Biraschi\Davide-Biraschi,it ITA,DF,Genoa,it Serie A,25,1994,21.9,21,0.98,14,1,1,1,4,3,0.14,2,1,0,0,0,0,Matches
299,Valter Birsa\Valter-Birsa,si SVN,MF,Cagliari,it Serie A,32,1986,4.8,17,3.62,11,5,0,0,0,1,0.21,0,0,0,0,0,1,Matches
300,Dimitri Bisoli\Dimitri-Bisoli,it ITA,MF,Brescia,it Serie A,25,1994,23.9,46,1.92,36,0,5,3,1,3,0.13,1,0,1,0,0,1,Matches
301,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,eng Premier League,22,1996,14.0,11,0.79,10,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
302,Leonardo Bittencourt\Leonardo-Bittencourt,de GER,FW,Hoffenheim,de Bundesliga,25,1993,0.0,1,30.00,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
303,Leonardo Bittencourt\Leonardo-Bittencourt,de GER,FWMF,Werder Bremen,de Bundesliga,25,1993,21.0,68,3.24,48,7,2,6,5,4,0.19,2,1,0,1,0,0,Matches
304,Birkir Bjarnason\Birkir-Bjarnason,is ISL,MFFW,Brescia,it Serie A,31,1988,8.9,14,1.58,11,0,0,2,1,3,0.34,2,0,0,1,0,0,Matches
305,Rubén Blanco\Ruben-Blanco,es ESP,GK,Celta Vigo,es La Liga,24,1995,32.9,1,0.03,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
306,Ludovic Blas\Ludovic-Blas,fr FRA,FWMF,Nantes,fr Ligue 1,21,1997,20.5,57,2.78,45,0,6,1,5,4,0.20,3,0,0,0,1,0,Matches
307,Pablo de Blasis\Pablo-de-Blasis,ar ARG,DFMF,Eibar,es La Liga,31,1988,17.8,34,1.91,30,1,1,2,0,4,0.22,3,0,0,1,0,0,Matches
308,Alejandro Blesa\Alejandro-Blesa,es ESP,MF,Levante,es La Liga,17,2002,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
309,Alexis Blin\Alexis-Blin,fr FRA,MF,Amiens,fr Ligue 1,22,1996,20.5,16,0.78,12,2,0,0,2,1,0.05,1,0,0,0,0,0,Matches
310,Jérôme Boateng\Jerome-Boateng,de GER,DF,Bayern Munich,de Bundesliga,30,1988,20.0,13,0.65,11,0,0,2,0,5,0.25,4,0,0,1,0,0,Matches
311,Kevin-Prince Boateng\Kevin-Prince-Boateng,gh GHA,FW,Fiorentina,it Serie A,32,1987,6.7,19,2.85,17,0,0,0,2,2,0.30,2,0,0,0,0,0,Matches
312,Antonin Bobichon\Antonin-Bobichon,fr FRA,MF,Angers,fr Ligue 1,23,1995,7.2,17,2.36,12,5,0,0,0,2,0.28,1,1,0,0,0,0,Matches
313,Antonin Bobichon\Antonin-Bobichon,fr FRA,MF,Nîmes,fr Ligue 1,23,1995,2.0,5,2.50,3,1,1,0,0,1,0.50,0,0,1,0,0,0,Matches
314,Salvatore Bocchetti\Salvatore-Bocchetti,it ITA,DF,Hellas Verona,it Serie A,32,1986,3.4,1,0.30,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
315,Mathieu Bodmer\Mathieu-Bodmer,fr FRA,MF,Amiens,fr Ligue 1,36,1982,1.0,3,3.07,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
316,Adam Bodzek\Adam-Bodzek,de GER,MF,Düsseldorf,de Bundesliga,33,1985,22.4,16,0.71,15,1,0,0,0,1,0.04,1,0,0,0,0,0,Matches
317,Jean-Paul Boëtius\Jean-Paul-Boetius,nl NED,MF,Mainz 05,de Bundesliga,25,1994,25.2,67,2.66,59,0,3,1,4,10,0.40,8,0,2,0,0,0,Matches
318,Sacha Boey\Sacha-Boey,fr FRA,DF,Rennes,fr Ligue 1,18,2000,1.9,3,1.57,2,0,0,0,1,1,0.52,0,0,0,0,1,0,Matches
319,Jeremie Boga\Jeremie-Boga,ci CIV,FW,Sassuolo,it Serie A,22,1997,27.9,92,3.29,51,0,28,3,10,13,0.47,4,0,7,1,1,0,Matches
320,Melayro Bogarde\Melayro-Bogarde,nl NED,DF,Hoffenheim,de Bundesliga,17,2002,0.6,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
321,Quentin Boisgard\Quentin-Boisgard,fr FRA,MFFW,Toulouse,fr Ligue 1,22,1997,12.7,36,2.83,17,9,6,1,3,3,0.24,1,2,0,0,0,0,Matches
322,Willy Boly\Willy-Boly,fr FRA,DF,Wolves,eng Premier League,28,1991,22.0,8,0.36,8,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
323,Giacomo Bonaventura\Giacomo-Bonaventura,it ITA,MFFW,Milan,it Serie A,29,1989,14.3,71,5.09,49,1,7,6,8,10,0.72,5,0,1,1,3,0,Matches
324,Federico Bonazzoli\Federico-Bonazzoli,it ITA,FWMF,Sampdoria,it Serie A,22,1997,8.3,27,3.27,17,0,2,4,4,2,0.24,1,0,0,1,0,0,Matches
325,Gaëtan Bong\Gaetan-Bong,cm CMR,MFDF,Brighton,eng Premier League,31,1988,0.7,3,4.58,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
326,Kevin Bonifazi\Kevin-Bonifazi,it ITA,DF,Torino,it Serie A,23,1996,2.7,1,0.36,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
327,Kevin Bonifazi\Kevin-Bonifazi,it ITA,DF,SPAL,it Serie A,23,1996,12.2,4,0.36,2,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
328,Federico Bonini\Federico-Bonini,it ITA,DF,Bologna,it Serie A,17,2001,0.1,,,,,,,,,,,,,,,,Matches
329,Leonardo Bonucci\Leonardo-Bonucci,it ITA,DF,Juventus,it Serie A,32,1987,33.7,27,0.83,26,0,0,1,0,2,0.06,2,0,0,0,0,0,Matches
330,Fabio Borini\Fabio-Borini,it ITA,FWMF,Hellas Verona,it Serie A,28,1991,8.5,21,2.78,11,1,3,4,2,1,0.13,0,0,0,0,1,0,Matches
331,Fabio Borini\Fabio-Borini,it ITA,MFFW,Milan,it Serie A,28,1991,0.8,1,1.29,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
332,Dennis Borkowski\Dennis-Borkowski,de GER,FW,RB Leipzig,de Bundesliga,17,2002,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
333,Robin Bormuth\Robin-Bormuth,de GER,DF,Düsseldorf,de Bundesliga,23,1995,2.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
334,Sebastiaan Bornauw\Sebastiaan-Bornauw,be BEL,DF,Köln,de Bundesliga,20,1999,27.2,13,0.48,11,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
335,Brandon Borrello\Brandon-Borrello,au AUS,MFFW,Freiburg,de Bundesliga,24,1995,3.3,3,0.91,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
336,Gabriel Boschilia\Gabriel-Boschilia,br BRA,MFFW,Monaco,fr Ligue 1,23,1996,1.4,4,2.77,3,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
337,Denis Bouanga\Denis-Bouanga,ga GAB,FWDF,Saint-Étienne,fr Ligue 1,24,1994,22.7,60,2.64,27,3,13,9,7,7,0.31,2,2,0,2,0,1,Matches
338,Hicham Boudaoui\Hicham-Boudaoui,dz ALG,MFFW,Nice,fr Ligue 1,19,1999,5.4,13,2.39,9,0,1,1,2,3,0.55,3,0,0,0,0,0,Matches
339,Ryad Boudebouz\Ryad-Boudebouz,dz ALG,MFFW,Saint-Étienne,fr Ligue 1,29,1990,17.7,66,3.72,40,21,3,1,1,5,0.28,3,1,0,1,0,0,Matches
340,Sofiane Boufal\Sofiane-Boufal,ma MAR,MFFW,Southampton,eng Premier League,25,1993,8.5,37,4.36,22,0,8,1,6,3,0.35,2,0,1,0,0,0,Matches
341,Nassim Boujellab\Nassim-Boujellab,de GER,MFFW,Schalke 04,de Bundesliga,20,1999,4.7,4,0.86,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
342,Farid Boulaya\Farid-Boulaya,dz ALG,FW,Metz,fr Ligue 1,26,1993,9.1,35,3.84,23,7,3,1,1,2,0.22,1,1,0,0,0,0,Matches
343,Yassine Bounou\Yassine-Bounou,ma MAR,GK,Sevilla,es La Liga,28,1991,5.5,2,0.36,1,1,0,0,0,1,0.18,1,0,0,0,0,0,Matches
344,Mehdi Bourabia\Mehdi-Bourabia,ma MAR,MF,Sassuolo,it Serie A,27,1991,9.3,21,2.54,19,1,0,0,1,4,0.48,4,0,0,0,0,0,Matches
345,Benjamin Bourigeaud\Benjamin-Bourigeaud,fr FRA,MF,Rennes,fr Ligue 1,25,1994,21.1,52,2.46,31,18,2,0,1,6,0.28,3,2,0,0,1,0,Matches
346,Bilal Boutobba\Bilal-Boutobba,fr FRA,MFDF,Montpellier,fr Ligue 1,20,1998,0.1,1,18.00,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
347,Jarrod Bowen\Jarrod-Bowen,eng ENG,FW,West Ham,eng Premier League,22,1996,10.2,27,2.65,11,6,3,4,3,5,0.49,3,2,0,0,0,0,Matches
348,Dedryck Boyata\Dedryck-Boyata,be BEL,DF,Hertha BSC,de Bundesliga,28,1990,27.1,6,0.22,5,0,0,1,0,1,0.04,1,0,0,0,0,0,Matches
349,John Boye\John-Boye,gh GHA,DF,Metz,fr Ligue 1,32,1987,23.5,5,0.21,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
350,Can Bozdogan\Can-Bozdogan,de GER,MF,Schalke 04,de Bundesliga,18,2001,2.6,2,0.77,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
351,Domagoj Bradarić\Domagoj-Bradaric,hr CRO,DF,Lille,fr Ligue 1,19,1999,15.8,29,1.84,23,4,0,1,1,2,0.13,2,0,0,0,0,0,Matches
352,Filip Bradarić\Filip-Bradaric,hr CRO,MF,Celta Vigo,es La Liga,27,1992,7.8,8,1.02,6,1,0,1,0,1,0.13,1,0,0,0,0,0,Matches
353,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,eng Premier League,27,1992,5.0,13,2.58,9,2,0,1,1,3,0.59,3,0,0,0,0,0,Matches
354,Martin Braithwaite\Martin-Braithwaite,dk DEN,FWMF,Barcelona,es La Liga,28,1991,4.5,8,1.77,2,0,2,2,2,1,0.22,0,0,0,1,0,0,Matches
355,Martin Braithwaite\Martin-Braithwaite,dk DEN,FWMF,Leganés,es La Liga,28,1991,21.5,42,1.95,27,0,5,5,5,5,0.23,5,0,0,0,0,0,Matches
356,Federico Brancolini\Federico-Brancolini,it ITA,GK,Fiorentina,it Serie A,18,2001,0.1,,,,,,,,,,,,,,,,Matches
357,Brandon\Brandon,es ESP,FW,Osasuna,es La Liga,24,1995,4.5,9,2.00,4,0,3,1,1,1,0.22,1,0,0,0,0,0,Matches
358,Julian Brandt\Julian-Brandt,de GER,MFFW,Dortmund,de Bundesliga,23,1996,24.5,76,3.10,60,5,6,3,2,18,0.74,15,0,2,1,0,0,Matches
359,Jarrad Branthwaite\Jarrad-Branthwaite,eng ENG,DF,Everton,eng Premier League,17,2002,3.3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
360,Darko Brašanac\Darko-Brasanac,rs SRB,MF,Osasuna,es La Liga,27,1992,24.9,46,1.84,37,0,1,4,4,4,0.16,2,0,0,1,1,0,Matches
