,,,,,,,,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
1,Patrick van Aanholt\Patrick-van-Aanholt,nl NED,DF,Crystal Palace,27,1990,35.5,1587,1962,80.9,26851,11857,23,50,46.0,1333,1543,86.4,231,369,62.6,2,4.0,-2.0,34,115,63,9,292,Matches
2,Sergio Agüero\Sergio-Aguero,ar ARG,FW,Manchester City,30,1988,27.3,665,785,84.7,9245,1686,27,45,60.0,592,678,87.3,46,62,74.2,8,5.2,+2.8,34,37,44,1,68,Matches
3,Nathan Aké\Nathan-Ake,nl NED,DF,Bournemouth,23,1995,37.9,1469,1701,86.4,30143,10917,7,22,31.8,1048,1167,89.8,414,512,80.9,0,0.7,-0.7,5,92,7,3,91,Matches
4,Marc Albrighton\Marc-Albrighton,eng ENG,FWMF,Leicester City,28,1989,18.1,459,776,59.1,8932,3604,11,62,17.7,346,455,76.0,102,259,39.4,2,2.8,-0.8,30,48,29,12,101,Matches
5,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,Tottenham,29,1989,32.5,2067,2342,88.3,50426,14985,2,12,16.7,1242,1326,93.7,823,1004,82.0,0,0.5,-0.5,7,193,23,1,133,Matches
6,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,Liverpool,19,1998,27.4,1644,2213,74.3,34938,13658,13,56,23.2,1165,1375,84.7,466,782,59.6,12,6.3,+5.7,48,129,59,25,322,Matches
7,Alisson\Alisson,br BRA,GK,Liverpool,25,1992,38.0,1039,1262,82.3,30318,16760,1,2,50.0,513,520,98.7,525,740,70.9,0,0.0,0.0,0,12,0,0,0,Matches
8,Dele Alli\Dele-Alli,eng ENG,MFFW,Tottenham,22,1996,20.3,843,1050,80.3,13914,3358,22,58,37.9,702,821,85.5,119,171,69.6,3,2.5,+0.5,28,81,32,2,99,Matches
9,Miguel Almirón\Miguel-Almiron,py PAR,FWMF,Newcastle Utd,24,1994,8.4,188,260,72.3,3320,863,4,24,16.7,146,180,81.1,38,56,67.9,0,0.9,-0.9,12,16,14,9,28,Matches
10,Marcos Alonso\Marcos-Alonso,es ESP,DF,Chelsea,27,1990,30.7,1838,2226,82.6,29324,9874,27,73,37.0,1608,1805,89.1,203,348,58.3,4,4.0,0.0,31,114,23,9,175,Matches
11,Daniel Amartey\Daniel-Amartey,gh GHA,DF,Leicester City,23,1994,7.1,354,433,81.8,6665,2943,2,5,40.0,279,315,88.6,73,113,64.6,0,0.2,-0.2,3,31,0,0,42,Matches
12,Luke Amos\Luke-Amos,eng ENG,MF,Tottenham,21,1997,0.0,1,2,50.0,13,3,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
13,Felipe Anderson\Felipe-Anderson,br BRA,FWMF,West Ham,25,1993,33.8,1328,1819,73.0,22850,7749,52,125,41.6,1042,1271,82.0,234,423,55.3,4,6.7,-2.7,60,109,89,13,223,Matches
14,Florin Andone\Florin-Andone,ro ROU,FW,Brighton,25,1993,9.8,122,180,67.8,1667,216,10,19,52.6,104,142,73.2,8,19,42.1,0,0.2,-0.2,2,4,2,1,6,Matches
15,Michail Antonio\Michail-Antonio,eng ENG,FWMF,West Ham,28,1990,23.4,513,777,66.0,8177,2307,14,49,28.6,434,574,75.6,65,154,42.2,4,3.3,+0.7,20,43,19,8,76,Matches
16,Stuart Armstrong\Stuart-Armstrong,sco SCO,MFFW,Southampton,26,1992,15.9,498,652,76.4,8420,2162,12,51,23.5,412,491,83.9,74,110,67.3,2,1.3,+0.7,28,39,26,2,71,Matches
17,Marko Arnautović\Marko-Arnautovic,at AUT,FW,West Ham,29,1989,22.1,496,655,75.7,7602,1359,20,51,39.2,405,511,79.3,71,93,76.3,4,3.7,+0.3,33,21,17,2,46,Matches
18,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,23,1994,36.0,974,1136,85.7,27156,14923,2,2,100.0,509,514,99.0,463,620,74.7,0,0.0,0.0,0,3,0,0,1,Matches
19,Harry Arter\Harry-Arter,ie IRL,MF,Cardiff City,28,1989,22.2,534,689,77.5,9771,2810,10,25,40.0,413,486,85.0,111,178,62.4,1,0.6,+0.4,12,58,20,4,82,Matches
20,Christian Atsu\Christian-Atsu,gh GHA,MFFW,Newcastle Utd,26,1992,16.6,335,454,73.8,5193,1161,12,32,37.5,283,342,82.7,40,80,50.0,0,1.3,-1.3,14,23,17,5,31,Matches
21,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,29,1989,30.3,526,742,70.9,7324,1884,18,47,38.3,465,614,75.7,43,81,53.1,5,4.0,+1.0,33,28,33,4,68,Matches
22,Serge Aurier\Serge-Aurier,ci CIV,DFMF,Tottenham,25,1992,6.3,253,343,73.8,4361,1788,7,18,38.9,199,251,79.3,47,74,63.5,2,0.5,+1.5,5,9,11,7,40,Matches
23,Charlie Austin\Charlie-Austin,eng ENG,FW,Southampton,29,1989,10.9,127,208,61.1,2051,287,5,16,31.3,103,156,66.0,19,36,52.8,2,0.4,+1.6,9,4,4,0,9,Matches
24,Jordan Ayew\Jordan-Ayew,gh GHA,FW,Crystal Palace,26,1991,13.1,201,273,73.6,2823,526,9,31,29.0,172,205,83.9,20,37,54.1,2,1.0,+1.0,13,11,6,0,16,Matches
25,Floyd Ayité\Floyd-Ayite,tg TOG,FWMF,Fulham,29,1988,5.3,159,209,76.1,2483,725,5,13,38.5,132,162,81.5,22,34,64.7,0,0.3,-0.3,8,11,7,1,24,Matches
26,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,28,1989,37.8,2471,2892,85.4,40522,14256,30,92,32.6,2145,2370,90.5,296,430,68.8,5,2.4,+2.6,25,160,47,19,231,Matches
27,Ryan Babel\Ryan-Babel,nl NED,FW,Fulham,31,1986,13.9,410,515,79.6,6440,1687,14,34,41.2,344,390,88.2,52,91,57.1,3,1.9,+1.1,23,27,10,3,42,Matches
28,Juninho Bacuna\Juninho-Bacuna,cw CUW,MFDF,Huddersfield,20,1997,15.7,559,763,73.3,11230,3789,9,33,27.3,396,473,83.7,154,257,59.9,0,1.6,-1.6,17,85,12,0,100,Matches
29,Leandro Bacuna\Leandro-Bacuna,cw CUW,MFDF,Cardiff City,26,1991,6.2,114,168,67.9,2153,858,1,5,20.0,89,115,77.4,24,48,50.0,0,0.0,0.0,1,11,5,2,24,Matches
30,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,24,1994,7.1,267,310,86.1,5489,1689,1,6,16.7,187,198,94.4,79,106,74.5,0,0.0,0.0,0,8,0,0,10,Matches
31,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,33,1984,4.2,206,261,78.9,3537,1557,4,7,57.1,171,200,85.5,31,54,57.4,0,0.2,-0.2,4,16,2,1,43,Matches
32,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,26,1991,22.4,655,838,78.2,13925,5702,5,13,38.5,450,523,86.0,200,302,66.2,0,0.1,-0.1,3,33,0,0,42,Matches
33,Leon Balogun\Leon-Balogun,ng NGA,DF,Brighton,30,1988,6.6,174,218,79.8,3945,888,9,12,75.0,98,116,84.5,67,90,74.4,0,0.0,0.0,0,2,0,0,4,Matches
34,Sol Bamba\Sol-Bamba,ci CIV,DF,Cardiff City,33,1985,27.5,397,580,68.4,9028,3462,2,13,15.4,249,337,73.9,146,230,63.5,1,0.3,+0.7,4,43,3,0,47,Matches
35,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,33,1985,18.6,523,770,67.9,10171,4847,6,15,40.0,398,488,81.6,119,267,44.6,0,0.6,-0.6,6,61,20,6,117,Matches
36,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,24,1993,13.8,881,973,90.5,15589,2677,13,24,54.2,708,765,92.5,160,184,87.0,5,2.0,+3.0,21,62,17,2,66,Matches
37,Ashley Barnes\Ashley-Barnes,at AUT,FW,Burnley,28,1989,26.5,346,559,61.9,5019,1092,13,38,34.2,297,433,68.6,36,88,40.9,2,3.6,-1.6,20,23,13,2,45,Matches
38,Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,20,1997,11.2,257,344,74.7,3546,944,7,27,25.9,233,286,81.5,17,31,54.8,2,1.4,+0.6,16,16,13,4,35,Matches
39,Antonio Barreca\Antonio-Barreca,it ITA,DF,Newcastle Utd,23,1995,0.1,1,3,33.3,16,16,0,1,0.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,1,Matches
40,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,24,1993,8.3,111,162,68.5,1614,301,5,15,33.3,90,121,74.4,16,26,61.5,0,0.1,-0.1,1,5,2,0,7,Matches
41,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,22,1996,23.9,591,849,69.6,12101,5559,6,15,40.0,423,534,79.2,162,300,54.0,1,0.4,+0.6,7,53,2,0,71,Matches
42,Asmir Begović\Asmir-Begovic,ba BIH,GK,Bournemouth,31,1987,24.0,431,633,68.1,14901,10075,0,0,,189,189,100.0,242,444,54.5,0,0.0,0.0,0,4,0,0,1,Matches
43,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,23,1995,17.0,794,947,83.8,13510,4477,11,33,33.3,665,747,89.0,118,167,70.7,5,2.0,+3.0,9,48,27,5,104,Matches
44,Joe Bennett\Joe-Bennett,eng ENG,DF,Cardiff City,28,1990,29.3,640,947,67.6,11667,6053,10,39,25.6,505,643,78.5,125,265,47.2,1,1.1,-0.1,13,75,14,9,157,Matches
45,Ryan Bennett\Ryan-Bennett,eng ENG,DF,Wolves,28,1990,34.0,1095,1387,78.9,23131,7322,13,20,65.0,747,852,87.7,335,515,65.0,0,0.5,-0.5,5,97,2,0,95,Matches
46,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,27,1990,9.0,139,243,57.2,2112,377,7,17,41.2,116,197,58.9,16,29,55.2,1,1.2,-0.2,8,8,2,0,13,Matches
47,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MFFW,Burnley,27,1990,19.5,407,610,66.7,7473,2649,7,25,28.0,307,386,79.5,93,199,46.7,6,3.6,+2.4,40,22,22,16,87,Matches
48,Bernard\Bernard,br BRA,FWMF,Everton,25,1992,23.5,633,867,73.0,10614,3250,7,44,15.9,524,643,81.5,102,180,56.7,3,3.1,-0.1,40,45,34,9,91,Matches
49,Bernardo\Bernardo,br BRA,DF,Brighton,23,1995,19.5,735,1014,72.5,12840,5472,15,44,34.1,603,730,82.6,117,240,48.8,1,0.9,+0.1,9,54,10,3,131,Matches
50,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,28,1989,24.0,795,1094,72.7,13308,6080,10,44,22.7,666,791,84.2,119,259,45.9,0,2.0,-2.0,23,68,29,13,161,Matches
51,Marcus Bettinelli\Marcus-Bettinelli,eng ENG,GK,Fulham,26,1992,7.0,154,237,65.0,5646,4315,0,0,,65,65,100.0,89,172,51.7,0,0.0,0.0,0,5,1,0,0,Matches
52,Philip Billing\Philip-Billing,dk DEN,MF,Huddersfield,22,1996,24.3,912,1251,72.9,18591,5361,11,39,28.2,657,798,82.3,244,414,58.9,0,1.1,-1.1,17,67,21,10,132,Matches
53,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,21,1996,19.7,596,727,82.0,10282,2277,18,31,58.1,472,546,86.4,106,150,70.7,0,1.1,-1.1,14,52,7,1,52,Matches
54,Willy Boly\Willy-Boly,fr FRA,DF,Wolves,27,1991,35.2,1392,1695,82.1,27415,11135,8,26,30.8,1064,1181,90.1,320,488,65.6,0,0.9,-0.9,10,122,7,0,125,Matches
55,Léo Bonatini\Leo-Bonatini,br BRA,FW,Wolves,24,1994,1.5,41,55,74.5,706,159,0,3,0.0,34,42,81.0,7,10,70.0,1,0.2,+0.8,2,5,3,1,5,Matches
56,Gaëtan Bong\Gaetan-Bong,cm CMR,DF,Brighton,30,1988,20.1,598,879,68.0,10886,5632,6,27,22.2,477,600,79.5,115,252,45.6,0,0.5,-0.5,8,46,18,10,116,Matches
57,Artur Boruc\Artur-Boruc,pl POL,GK,Bournemouth,38,1980,12.0,225,350,64.3,7768,5404,0,0,,89,90,98.9,136,260,52.3,0,0.0,0.0,0,4,0,0,0,Matches
58,Robbie Brady\Robbie-Brady,ie IRL,MFFW,Burnley,26,1992,8.0,162,287,56.4,3017,1094,6,19,31.6,125,168,74.4,31,100,31.0,1,1.3,-0.3,13,15,11,6,35,Matches
59,Miguel Britos\Miguel-Britos,uy URU,DF,Watford,33,1985,2.1,48,56,85.7,1045,418,1,1,100.0,35,38,92.1,12,17,70.6,0,0.0,0.0,0,3,0,0,5,Matches
60,David Brooks\David-Brooks,wal WAL,MFFW,Bournemouth,21,1997,25.1,649,879,73.8,10707,3430,15,51,29.4,542,672,80.7,92,156,59.0,5,3.9,+1.1,29,56,40,3,110,Matches
61,Bruno\Bruno,es ESP,DF,Brighton,37,1980,12.6,506,634,79.8,9870,4571,4,14,28.6,374,413,90.6,128,207,61.8,1,0.3,+0.7,6,34,9,3,75,Matches
62,Joe Bryan\Joe-Bryan,eng ENG,DF,Fulham,24,1993,26.1,907,1291,70.3,16413,7598,6,42,14.3,745,901,82.7,156,348,44.8,1,2.6,-1.6,23,79,24,14,176,Matches
63,David Button\David-Button,eng ENG,GK,Brighton,29,1989,4.0,48,108,44.4,2266,1848,0,0,,11,11,100.0,37,97,38.1,0,0.0,0.0,0,3,0,0,0,Matches
64,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,36,1981,2.0,51,63,81.0,1505,839,0,0,,28,28,100.0,23,35,65.7,0,0.0,0.0,0,0,0,0,0,Matches
65,Gary Cahill\Gary-Cahill,eng ENG,DF,Chelsea,32,1985,0.3,18,20,90.0,339,195,0,0,,16,18,88.9,2,2,100.0,0,0.0,0.0,0,1,0,0,6,Matches
66,Tom Cairney\Tom-Cairney,sco SCO,MFFW,Fulham,27,1991,24.4,1257,1412,89.0,21716,4012,16,29,55.2,1015,1090,93.1,226,293,77.1,1,2.9,-1.9,37,109,31,2,119,Matches
67,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,21,1997,19.8,283,441,64.2,4058,728,14,30,46.7,232,347,66.9,37,64,57.8,2,1.2,+0.8,10,22,7,1,21,Matches
68,Rafael Camacho\Rafael-Camacho,pt POR,DF,Liverpool,18,2000,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
69,Víctor Camarasa\Victor-Camarasa,es ESP,MF,Cardiff City,24,1994,28.5,702,1006,69.8,13295,3558,13,48,27.1,525,652,80.5,164,306,53.6,4,3.3,+0.7,47,61,25,7,119,Matches
